year,weeknum,province,new_case,total_case,new_case_excludeabroad,total_case_excludeabroad,new_death,total_death,update_date
2022,9,สมุทรสงคราม,1396,15561,1396,15560,0,148,2022-10-24 07:25:57
2022,9,นครพนม,1021,9046,1021,9044,0,32,2022-10-24 07:25:57
2022,9,เชียงใหม่,2002,47762,2002,47677,8,233,2022-10-24 07:25:57
2022,9,พิษณุโลก,1292,16084,1292,16083,4,102,2022-10-24 07:25:57
2022,9,ร้อยเอ็ด,2273,24519,2273,24515,5,138,2022-10-24 07:25:57
2022,9,ฉะเชิงเทรา,2889,50229,2889,50221,6,326,2022-10-24 07:25:57
2022,9,สกลนคร,997,12139,997,12137,3,44,2022-10-24 07:25:57
2022,9,พระนครศรีอยุธยา,3669,45693,3669,45692,1,421,2022-10-24 07:25:57
2022,9,ตรัง,1165,21903,1165,21894,3,136,2022-10-24 07:25:57
2022,9,สุราษฎร์ธานี,1620,38857,1585,38230,5,180,2022-10-24 07:25:57
2022,9,สุรินทร์,1650,29134,1650,29113,5,94,2022-10-24 07:25:57
2022,9,ขอนแก่น,2653,44677,2648,44653,0,122,2022-10-24 07:25:57
2022,9,ลำพูน,51,5579,51,5578,0,15,2022-10-24 07:25:57
2022,9,ระนอง,874,12506,850,12471,2,114,2022-10-24 07:25:57
2022,9,นราธิวาส,1099,45407,1096,45190,3,386,2022-10-24 07:25:57
2022,9,ชัยนาท,472,5184,472,5184,1,36,2022-10-24 07:25:57
2022,9,สิงห์บุรี,379,5008,379,5007,2,72,2022-10-24 07:25:57
2022,9,ปทุมธานี,3895,61203,3895,61062,4,857,2022-10-24 07:25:57
2022,9,กระบี่,1102,17889,1091,17626,14,91,2022-10-24 07:25:57
2022,9,กรุงเทพมหานคร,19581,585811,19535,582138,43,7111,2022-10-24 07:25:57
2022,9,ระยอง,4277,62361,4277,62333,3,328,2022-10-24 07:25:57
2022,9,ศรีสะเกษ,1284,27642,1283,27630,9,120,2022-10-24 07:25:57
2022,9,ปราจีนบุรี,2021,34690,2021,34685,3,209,2022-10-24 07:25:57
2022,9,อุตรดิตถ์,763,8617,763,8615,4,74,2022-10-24 07:25:57
2022,10,กาญจนบุรี,1672,35024,1672,34974,11,221,2022-10-24 07:25:57
2022,10,แม่ฮ่องสอน,154,4337,154,4335,1,55,2022-10-24 07:25:57
2022,10,น่าน,348,7338,348,7335,0,17,2022-10-24 07:25:57
2022,10,ชัยภูมิ,1176,21707,1176,21704,3,145,2022-10-24 07:25:57
2022,10,เชียงใหม่,2035,49797,2035,49712,3,236,2022-10-24 07:25:57
2022,10,ยโสธร,964,10600,964,10596,4,59,2022-10-24 07:25:57
2022,10,ระนอง,1107,13613,1107,13578,1,115,2022-10-24 07:25:57
2022,10,สุราษฎร์ธานี,1555,40412,1539,39769,19,199,2022-10-24 07:25:57
2022,10,ภูเก็ต,4086,59696,3815,51044,15,210,2022-10-24 07:25:57
2022,10,บึงกาฬ,663,5849,663,5845,0,23,2022-10-24 07:25:57
2022,10,เชียงราย,407,9075,404,8869,3,128,2022-10-24 07:25:57
2022,10,สตูล,1221,12796,1220,12693,11,151,2022-10-24 07:25:57
2022,10,พิษณุโลก,1148,17232,1148,17231,2,104,2022-10-24 07:25:57
2022,10,อุทัยธานี,437,6650,437,6650,2,41,2022-10-24 07:25:57
2022,10,สมุทรปราการ,6322,192232,6318,191363,15,1543,2022-10-24 07:25:57
2022,10,แพร่,667,5467,667,5463,5,28,2022-10-24 07:25:57
2022,10,ระยอง,3057,65418,3057,65390,6,334,2022-10-24 07:25:57
2022,10,ลำพูน,27,5606,27,5605,0,15,2022-10-24 07:25:57
2022,10,ปราจีนบุรี,1501,36191,1501,36186,2,211,2022-10-24 07:25:57
2022,10,ชัยนาท,213,5397,213,5397,0,36,2022-10-24 07:25:57
2022,10,ศรีสะเกษ,1264,28906,1263,28893,8,128,2022-10-24 07:25:57
2022,10,นนทบุรี,5776,107335,5776,107123,1,431,2022-10-24 07:25:57
2022,10,มุกดาหาร,247,5533,247,5527,0,20,2022-10-24 07:25:57
2022,10,ชุมพร,1134,23726,1134,23726,8,152,2022-10-24 07:25:57
2022,10,นครสวรรค์,1342,26668,1341,26657,4,249,2022-10-24 07:25:57
2022,10,ปัตตานี,2093,54917,2092,54794,7,491,2022-10-24 07:25:57
2022,10,อุดรธานี,1393,36105,1393,36079,4,184,2022-10-24 07:25:57
2022,10,จันทบุรี,1362,29943,1361,29618,0,150,2022-10-24 07:25:57
2022,10,พิจิตร,398,8194,398,8192,1,66,2022-10-24 07:25:57
2022,10,หนองบัวลำภู,668,9274,668,9274,0,29,2022-10-24 07:25:57
2022,10,เพชรบูรณ์,726,18728,726,18724,1,143,2022-10-24 07:25:57
2022,10,กำแพงเพชร,883,14790,883,14783,1,119,2022-10-24 07:25:57
2022,10,ตรัง,1419,23322,1419,23313,11,147,2022-10-24 07:25:57
2022,10,เพชรบุรี,1644,32998,1642,32978,0,161,2022-10-24 07:25:57
2022,10,ตาก,1134,31971,1110,31557,6,401,2022-10-24 07:25:57
2022,10,ประจวบคีรีขันธ์,1524,30753,1520,30333,6,140,2022-10-24 07:25:57
2022,10,ตราด,527,11889,516,11782,5,110,2022-10-24 07:25:57
2022,10,พัทลุง,2168,23029,2168,23029,17,158,2022-10-24 07:25:57
2022,10,มหาสารคาม,1811,21586,1811,21578,2,57,2022-10-24 07:25:57
2022,10,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,10,ปทุมธานี,3782,64985,3782,64844,13,870,2022-10-24 07:25:57
2022,10,ร้อยเอ็ด,2571,27090,2571,27086,1,139,2022-10-24 07:25:57
2022,10,สมุทรสาคร,5006,135245,5006,135243,14,916,2022-10-24 07:25:57
2022,10,หนองคาย,1290,12366,1290,12362,1,36,2022-10-24 07:25:57
2022,10,ขอนแก่น,2186,46863,2186,46839,4,126,2022-10-24 07:25:57
2022,10,สุรินทร์,1861,30995,1860,30973,8,102,2022-10-24 07:25:57
2022,10,นราธิวาส,1413,46820,1413,46603,4,390,2022-10-24 07:25:57
2022,10,สระบุรี,1779,45856,1779,45852,5,401,2022-10-24 07:25:57
2022,10,ชลบุรี,7279,170605,7213,168173,28,887,2022-10-24 07:25:57
2022,10,ลำปาง,447,6538,447,6535,0,44,2022-10-24 07:25:57
2022,10,กรุงเทพมหานคร,20565,606376,20521,602659,67,7178,2022-10-24 07:25:57
2022,10,กาฬสินธุ์,1650,19332,1650,19328,1,98,2022-10-24 07:25:57
2022,10,กระบี่,977,18866,972,18598,8,99,2022-10-24 07:25:57
2022,10,บุรีรัมย์,3181,35230,3181,35219,8,112,2022-10-24 07:25:57
2022,10,สระแก้ว,1678,26569,1607,24960,4,124,2022-10-24 07:25:57
2022,10,อ่างทอง,1147,15940,1147,15940,2,155,2022-10-24 07:25:57
2022,10,สมุทรสงคราม,1807,17368,1807,17367,1,149,2022-10-24 07:25:57
2022,10,สงขลา,2826,78537,2802,78354,6,343,2022-10-24 07:25:57
2022,10,สุพรรณบุรี,2716,29427,2716,29421,4,303,2022-10-24 07:25:57
2022,10,อำนาจเจริญ,304,5290,304,5285,2,36,2022-10-24 07:25:57
2022,10,สุโขทัย,871,11498,871,11495,0,75,2022-10-24 07:25:57
2022,10,นครพนม,635,9681,635,9679,2,34,2022-10-24 07:25:57
2022,10,ลพบุรี,1314,27741,1314,27735,9,297,2022-10-24 07:25:57
2022,10,พังงา,653,13366,632,13046,7,52,2022-10-24 07:25:57
2022,10,ราชบุรี,2702,63173,2702,63168,5,326,2022-10-24 07:25:57
2022,10,นครราชสีมา,3698,59111,3698,59102,7,327,2022-10-24 07:25:57
2022,10,นครนายก,830,16741,830,16741,4,163,2022-10-24 07:25:57
2022,10,พระนครศรีอยุธยา,4189,49882,4189,49881,4,425,2022-10-24 07:25:57
2022,10,เลย,877,9883,877,9882,4,58,2022-10-24 07:25:57
2022,10,พะเยา,447,5676,447,5673,4,15,2022-10-24 07:25:57
2022,10,สิงห์บุรี,646,5654,646,5653,2,74,2022-10-24 07:25:57
2022,10,นครศรีธรรมราช,7446,79566,7446,79563,18,377,2022-10-24 07:25:57
2022,10,ฉะเชิงเทรา,2948,53177,2948,53169,3,329,2022-10-24 07:25:57
2022,10,ยะลา,1714,54206,1713,54117,8,348,2022-10-24 07:25:57
2022,10,นครปฐม,3351,55418,3351,55413,11,664,2022-10-24 07:25:57
2022,10,อุบลราชธานี,1829,39598,1829,39576,9,242,2022-10-24 07:25:57
2022,10,อุตรดิตถ์,437,9054,437,9052,3,77,2022-10-24 07:25:57
2022,10,สกลนคร,1102,13241,1102,13239,1,45,2022-10-24 07:25:57
2022,11,ศรีสะเกษ,1581,30487,1581,30474,4,132,2022-10-24 07:25:57
2022,11,ตรัง,1070,24392,1070,24383,2,149,2022-10-24 07:25:57
2022,11,ตราด,790,12679,783,12565,8,118,2022-10-24 07:25:57
2022,11,ปราจีนบุรี,2028,38219,2028,38214,5,216,2022-10-24 07:25:57
2022,11,กำแพงเพชร,1056,15846,1056,15839,10,129,2022-10-24 07:25:57
2022,11,สกลนคร,1286,14527,1286,14525,4,49,2022-10-24 07:25:57
2022,11,ระนอง,1493,15106,1485,15063,0,115,2022-10-24 07:25:57
2022,11,นครสวรรค์,1537,28205,1537,28194,5,254,2022-10-24 07:25:57
2022,11,มหาสารคาม,1684,23270,1684,23262,3,60,2022-10-24 07:25:57
2022,11,สงขลา,3559,82096,3556,81910,5,348,2022-10-24 07:25:57
2022,11,สมุทรสงคราม,2009,19377,2009,19376,5,154,2022-10-24 07:25:57
2022,11,สมุทรสาคร,5663,140908,5663,140906,14,930,2022-10-24 07:25:57
2022,11,สตูล,1753,14549,1753,14446,5,156,2022-10-24 07:25:57
2022,11,ลำพูน,28,5634,28,5633,0,15,2022-10-24 07:25:57
2022,11,อำนาจเจริญ,464,5754,464,5749,2,38,2022-10-24 07:25:57
2022,11,นราธิวาส,1283,48103,1283,47886,5,395,2022-10-24 07:25:57
2022,11,เพชรบูรณ์,764,19492,764,19488,4,147,2022-10-24 07:25:57
2022,11,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,11,แพร่,508,5975,508,5971,6,34,2022-10-24 07:25:57
2022,11,เชียงราย,269,9344,268,9137,8,136,2022-10-24 07:25:57
2022,11,พังงา,670,14036,660,13706,6,58,2022-10-24 07:25:57
2022,11,บึงกาฬ,664,6513,664,6509,1,24,2022-10-24 07:25:57
2022,11,สุโขทัย,1065,12563,1065,12560,3,78,2022-10-24 07:25:57
2022,11,กรุงเทพมหานคร,22768,629144,22749,625408,82,7260,2022-10-24 07:25:57
2022,11,สุพรรณบุรี,2785,32212,2785,32206,9,312,2022-10-24 07:25:57
2022,11,หนองคาย,1397,13763,1397,13759,3,39,2022-10-24 07:25:57
2022,11,อ่างทอง,1194,17134,1194,17134,2,157,2022-10-24 07:25:57
2022,11,นครปฐม,3625,59043,3625,59038,9,673,2022-10-24 07:25:57
2022,11,นครพนม,533,10214,533,10212,2,36,2022-10-24 07:25:57
2022,11,ชัยภูมิ,782,22489,782,22486,4,149,2022-10-24 07:25:57
2022,11,ร้อยเอ็ด,3116,30206,3116,30202,8,147,2022-10-24 07:25:57
2022,11,พิจิตร,286,8480,286,8478,2,68,2022-10-24 07:25:57
2022,11,ปัตตานี,1991,56908,1991,56785,13,504,2022-10-24 07:25:57
2022,11,บุรีรัมย์,2888,38118,2888,38107,3,115,2022-10-24 07:25:57
2022,11,แม่ฮ่องสอน,184,4521,184,4519,0,55,2022-10-24 07:25:57
2022,11,ระยอง,3160,68578,3159,68549,9,343,2022-10-24 07:25:57
2022,11,ตาก,1063,33034,1053,32610,8,409,2022-10-24 07:25:57
2022,11,สุรินทร์,2133,33128,2133,33106,4,106,2022-10-24 07:25:57
2022,11,สมุทรปราการ,6351,198583,6342,197705,21,1564,2022-10-24 07:25:57
2022,11,เชียงใหม่,2298,52095,2298,52010,6,242,2022-10-24 07:25:57
2022,11,ชุมพร,1247,24973,1247,24973,5,157,2022-10-24 07:25:57
2022,11,ฉะเชิงเทรา,3581,56758,3581,56750,1,330,2022-10-24 07:25:57
2022,11,อุบลราชธานี,2012,41610,2012,41588,8,250,2022-10-24 07:25:57
2022,11,นนทบุรี,4147,111482,4147,111270,1,432,2022-10-24 07:25:57
2022,11,ลพบุรี,950,28691,950,28685,14,311,2022-10-24 07:25:57
2022,11,สระบุรี,1681,47537,1681,47533,6,407,2022-10-24 07:25:57
2022,11,อุตรดิตถ์,404,9458,404,9456,3,80,2022-10-24 07:25:57
2022,11,สระแก้ว,1404,27973,1359,26319,4,128,2022-10-24 07:25:57
2022,11,ลำปาง,807,7345,807,7342,0,44,2022-10-24 07:25:57
2022,11,ยะลา,1476,55682,1476,55593,6,354,2022-10-24 07:25:57
2022,11,กระบี่,1208,20074,1207,19805,15,114,2022-10-24 07:25:57
2022,11,นครนายก,685,17426,685,17426,5,168,2022-10-24 07:25:57
2022,11,สุราษฎร์ธานี,1743,42155,1738,41507,16,215,2022-10-24 07:25:57
2022,11,ประจวบคีรีขันธ์,1458,32211,1448,31781,1,141,2022-10-24 07:25:57
2022,11,ชัยนาท,231,5628,231,5628,0,36,2022-10-24 07:25:57
2022,11,อุดรธานี,1978,38083,1978,38057,6,190,2022-10-24 07:25:57
2022,11,นครราชสีมา,3417,62528,3417,62519,11,338,2022-10-24 07:25:57
2022,11,ปทุมธานี,3659,68644,3659,68503,13,883,2022-10-24 07:25:57
2022,11,อุทัยธานี,522,7172,522,7172,0,41,2022-10-24 07:25:57
2022,11,เลย,986,10869,986,10868,3,61,2022-10-24 07:25:57
2022,11,จันทบุรี,1716,31659,1714,31332,4,154,2022-10-24 07:25:57
2022,11,พัทลุง,2270,25299,2270,25299,13,171,2022-10-24 07:25:57
2022,11,เพชรบุรี,1970,34968,1970,34948,3,164,2022-10-24 07:25:57
2022,11,พิษณุโลก,1217,18449,1217,18448,1,105,2022-10-24 07:25:57
2022,11,พะเยา,403,6079,403,6076,2,17,2022-10-24 07:25:57
2022,11,ขอนแก่น,2903,49766,2903,49742,2,128,2022-10-24 07:25:57
2022,11,น่าน,433,7771,433,7768,0,17,2022-10-24 07:25:57
2022,11,นครศรีธรรมราช,10422,89988,10422,89985,13,390,2022-10-24 07:25:57
2022,11,กาฬสินธุ์,1602,20934,1602,20930,6,104,2022-10-24 07:25:57
2022,11,ชลบุรี,8464,179069,8423,176596,25,912,2022-10-24 07:25:57
2022,11,หนองบัวลำภู,565,9839,565,9839,1,30,2022-10-24 07:25:57
2022,11,ยโสธร,869,11469,869,11465,1,60,2022-10-24 07:25:57
2022,11,กาญจนบุรี,2067,37091,2067,37041,11,232,2022-10-24 07:25:57
2022,11,ภูเก็ต,2885,62581,2749,53793,9,219,2022-10-24 07:25:57
2022,11,พระนครศรีอยุธยา,3980,53862,3980,53861,6,431,2022-10-24 07:25:57
2022,11,มุกดาหาร,319,5852,319,5846,3,23,2022-10-24 07:25:57
2022,11,ราชบุรี,3616,66789,3616,66784,10,336,2022-10-24 07:25:57
2022,11,สิงห์บุรี,657,6311,657,6310,1,75,2022-10-24 07:25:57
2022,12,ร้อยเอ็ด,4179,34385,4179,34381,3,150,2022-10-24 07:25:57
2022,12,ปทุมธานี,2746,71390,2746,71249,19,902,2022-10-24 07:25:57
2022,12,ตาก,1111,34145,1099,33709,1,410,2022-10-24 07:25:57
2022,12,นครศรีธรรมราช,10335,100323,10335,100320,16,406,2022-10-24 07:25:57
2022,12,น่าน,811,8582,811,8579,3,20,2022-10-24 07:25:57
2022,12,ปราจีนบุรี,1924,40143,1924,40138,4,220,2022-10-24 07:25:57
2022,12,สุพรรณบุรี,3068,35280,3068,35274,7,319,2022-10-24 07:25:57
2022,12,อุตรดิตถ์,628,10086,628,10084,4,84,2022-10-24 07:25:57
2022,12,ฉะเชิงเทรา,3799,60557,3799,60549,5,335,2022-10-24 07:25:57
2022,12,ลำปาง,733,8078,733,8075,3,47,2022-10-24 07:25:57
2022,12,กระบี่,1207,21281,1204,21009,10,124,2022-10-24 07:25:57
2022,12,ตรัง,1259,25651,1259,25642,7,156,2022-10-24 07:25:57
2022,12,สงขลา,4323,86419,4321,86231,12,360,2022-10-24 07:25:57
2022,12,สกลนคร,1493,16020,1493,16018,3,52,2022-10-24 07:25:57
2022,12,กาฬสินธุ์,1873,22807,1873,22803,6,110,2022-10-24 07:25:57
2022,12,สิงห์บุรี,613,6924,613,6923,2,77,2022-10-24 07:25:57
2022,12,แม่ฮ่องสอน,263,4784,263,4782,4,59,2022-10-24 07:25:57
2022,12,ศรีสะเกษ,1968,32455,1968,32442,8,140,2022-10-24 07:25:57
2022,12,กำแพงเพชร,1285,17131,1285,17124,4,133,2022-10-24 07:25:57
2022,12,พิจิตร,337,8817,337,8815,3,71,2022-10-24 07:25:57
2022,12,นครสวรรค์,1971,30176,1971,30165,5,259,2022-10-24 07:25:57
2022,12,หนองบัวลำภู,683,10522,683,10522,4,34,2022-10-24 07:25:57
2022,12,เชียงราย,197,9541,197,9334,3,139,2022-10-24 07:25:57
2022,12,พิษณุโลก,1353,19802,1353,19801,9,114,2022-10-24 07:25:57
2022,12,สตูล,1864,16413,1864,16310,6,162,2022-10-24 07:25:57
2022,12,อำนาจเจริญ,547,6301,547,6296,1,39,2022-10-24 07:25:57
2022,12,ลำพูน,32,5666,32,5665,0,15,2022-10-24 07:25:57
2022,12,ยะลา,1006,56688,1006,56599,8,362,2022-10-24 07:25:57
2022,12,ระยอง,3822,72400,3822,72371,7,350,2022-10-24 07:25:57
2022,12,ชลบุรี,8935,188004,8909,185505,19,931,2022-10-24 07:25:57
2022,12,เชียงใหม่,3066,55161,3066,55076,4,246,2022-10-24 07:25:57
2022,12,ลพบุรี,882,29573,882,29567,15,326,2022-10-24 07:25:57
2022,12,ระนอง,1500,16606,1489,16552,3,118,2022-10-24 07:25:57
2022,12,ชัยภูมิ,906,23395,906,23392,3,152,2022-10-24 07:25:57
2022,12,สุรินทร์,2141,35269,2141,35247,7,113,2022-10-24 07:25:57
2022,12,นนทบุรี,3856,115338,3856,115126,1,433,2022-10-24 07:25:57
2022,12,มุกดาหาร,456,6308,456,6302,3,26,2022-10-24 07:25:57
2022,12,พระนครศรีอยุธยา,2604,56466,2604,56465,6,437,2022-10-24 07:25:57
2022,12,สมุทรสงคราม,2543,21920,2543,21919,4,158,2022-10-24 07:25:57
2022,12,นราธิวาส,816,48919,816,48702,3,398,2022-10-24 07:25:57
2022,12,สมุทรสาคร,5661,146569,5661,146567,7,937,2022-10-24 07:25:57
2022,12,นครพนม,536,10750,536,10748,2,38,2022-10-24 07:25:57
2022,12,พังงา,655,14691,648,14354,0,58,2022-10-24 07:25:57
2022,12,ชุมพร,1151,26124,1151,26124,3,160,2022-10-24 07:25:57
2022,12,ประจวบคีรีขันธ์,2227,34438,2217,33998,10,151,2022-10-24 07:25:57
2022,12,จันทบุรี,1720,33379,1719,33051,5,159,2022-10-24 07:25:57
2022,12,แพร่,549,6524,549,6520,5,39,2022-10-24 07:25:57
2022,12,บึงกาฬ,808,7321,808,7317,0,24,2022-10-24 07:25:57
2022,12,เพชรบุรี,2479,37447,2476,37424,7,171,2022-10-24 07:25:57
2022,12,อุดรธานี,2388,40471,2388,40445,7,197,2022-10-24 07:25:57
2022,12,หนองคาย,1323,15086,1319,15078,4,43,2022-10-24 07:25:57
2022,12,เพชรบูรณ์,753,20245,753,20241,9,156,2022-10-24 07:25:57
2022,12,นครราชสีมา,3034,65562,3034,65553,11,349,2022-10-24 07:25:57
2022,12,ตราด,1015,13694,1009,13574,4,122,2022-10-24 07:25:57
2022,12,พะเยา,422,6501,422,6498,1,18,2022-10-24 07:25:57
2022,12,อุทัยธานี,567,7739,567,7739,2,43,2022-10-24 07:25:57
2022,12,พัทลุง,3164,28463,3164,28463,13,184,2022-10-24 07:25:57
2022,12,อุบลราชธานี,2266,43876,2266,43854,15,265,2022-10-24 07:25:57
2022,12,เลย,1059,11928,1059,11927,1,62,2022-10-24 07:25:57
2022,12,ไม่ระบุ,0,173,0,161,0,0,2022-10-24 07:25:57
2022,12,นครนายก,864,18290,864,18290,2,170,2022-10-24 07:25:57
2022,12,นครปฐม,3646,62689,3646,62684,11,684,2022-10-24 07:25:57
2022,12,กาญจนบุรี,1823,38914,1823,38864,12,244,2022-10-24 07:25:57
2022,12,กรุงเทพมหานคร,22935,652079,22905,648313,73,7333,2022-10-24 07:25:57
